id,Level 2 Disease Group,id,Level 3 Disease Subgroup,id,Level 4 Specific Disorder,Last Updated,Phenotype,Phenotype ID,Test,Test ID
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,Atrial fibrillation,HP:0005110,,
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,Angina pectoris,HP:0001681,,
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,Myocardial infarction,HP:0001658,,
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,Chronic kidney disease,HP:0012622,,
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,Abnormality of cardiovascular system physiology,HP:0011025,,
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,Abnormal echocardiogram,HP:0003116,,
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,Carotid artery stenosis,HP:0100546,,
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,Arrhythmia,HP:0011675,,
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,,,General Imaging Diagnostics,33633.1
10950,Cardiovascular disorders,33332,Arteriopathies,36469,Familial cerebral small vessel disease,20/03/18,,,General Biopsy,33614.1
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,Hyperlipidemia,HP:0003077,,
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,Hypercholesterolemia,HP:0003124,,
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,Hyperbetalipoproteinemia,HP:0003141,,
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,Hyperlipoproteinemia,HP:0010980,,
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,Myocardial infarction,HP:0001658,,
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,Hypertriglyceridemia,HP:0002155,,
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,Tendon xanthomatosis,HP:0010874,,
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,Corneal arcus,HP:0001084,,
10950,Cardiovascular disorders,33332,Arteriopathies,33666,Familial Hypercholesterolaemia,20/03/18,,,Lipids,33158.1
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,Hyperlipidemia,HP:0003077,,
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,Hypercholesterolemia,HP:0003124,,
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,Hyperbetalipoproteinemia,HP:0003141,,
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,Hyperlipoproteinemia,HP:0010980,,
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,Myocardial infarction,HP:0001658,,
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,Hypertriglyceridemia,HP:0002155,,
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,Xanthelasma,HP:0001114,,
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,Eruptive xanthomas,HP:0001013,,
10950,Cardiovascular disorders,33332,Arteriopathies,42185,Severe hypertriglyceridaemia,20/03/18,,,Lipids,33158.1
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Thoracic aortic aneurysm,HP:0012727,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Sinus of Valsalva aneurysm,HP:0011645,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Dilatation of the ascending aorta,HP:0005111,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Ascending aortic dissection,HP:0004933,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Dilatation of the descending thoracic aorta,HP:0004959,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Descending aortic dissection,HP:0012499,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Dilatation of the abdominal aorta,HP:0005112,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Abnormality of the mitral valve,HP:0001633,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Abnormality of the aortic valve,HP:0001646,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Arterial tortuosity,HP:0005116,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Aneurysm,HP:0002617,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Pulmonary artery dilatation,HP:0004927,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Arteriovenous fistula,HP:0004947,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Joint hypermobility,HP:0001382,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Joint dislocation,HP:0001373,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Scoliosis,HP:0002650,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Disproportionate tall stature,HP:0001519,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Arachnodactyly,HP:0001166,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Congenital finger flexion contractures,HP:0005879,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Abnormality of the sternum,HP:0000766,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Tendon rupture,HP:0100550,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Equinus calcaneus,HP:0008138,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Pes planus,HP:0001763,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Dolichocephaly,HP:0000268,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Ptosis,HP:0000508,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Downslanted palpebral fissures,HP:0000494,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Hypertelorism,HP:0000316,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Retrognathia,HP:0000278,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Cleft palate,HP:0000175,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Bifid uvula,HP:0000193,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Crumpled ear,HP:0009901,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Myopia,HP:0000545,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Ectopia lentis,HP:0001083,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Retinal detachment,HP:0000541,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Hyperextensible skin,HP:0000974,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Striae distensae,HP:0001065,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Atypical scarring of skin,HP:0000987,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Abnormality of the uterus,HP:0000130,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Pneumothorax,HP:0002107,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Hernia,HP:0100790,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,Rectal prolapse,HP:0002035,,
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,,,Blood pressure,30245.1
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,,,Echocardiogram,29800.2
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,,,Beighton test,31476.1
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,,,Additional body measurements,30247.2
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,,,General Non-imaging Diagnostics,34838.1
10950,Cardiovascular disorders,10951,Connective Tissues Disorders and Aortopathies,11021,Familial Thoracic Aortic Aneurysm Disease,20/03/18,,,General Imaging Diagnostics,33633.1
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Prolonged PR interval,HP:0012248,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Atrioventricular block,HP:0001678,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Prolonged QTc interval,HP:0005184,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Shortened QT interval,HP:0012232,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,J wave,HP:0012272,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Abnormal ST segment,HP:0012249,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Abnormal T-wave,HP:0005135,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Bundle branch block,HP:0011710,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Atrial fibrillation,HP:0005110,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Ventricular extrasystoles,HP:0006682,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Ventricular tachycardia,HP:0004756,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Effort-induced polymorphic ventricular tachycardias,HP:0004758,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Torsade de pointes,HP:0001664,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Ventricular fibrillation,HP:0001663,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Sudden cardiac death,HP:0001645,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Syncope,HP:0001279,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Cardiac arrest,HP:0001695,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Palpitations,HP:0001962,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Sensorineural hearing impairment,HP:0000407,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Seizures,HP:0001250,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Periodic paralysis,HP:0003768,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Intellectual disability,HP:0001249,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,Abnormal facial shape,HP:0001999,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,ECG diagnostics,30183.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Cardiac MRI,31429.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Holter monitor test,31432.3
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Signal averaged ECG,31437.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Exercise test - cardiac,31445.3
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Echocardiogram,29800.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Electrophysiological study,31449.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Sodium channel blocker challenge,31403.3
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Alcohol intake,30206.1
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Exercise status,31469.1
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Epinephrine challenge,31404.3
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11022,Brugada syndrome,20/03/18,,,Smoking status,31464.1
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Prolonged PR interval,HP:0012248,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Atrioventricular block,HP:0001678,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Prolonged QTc interval,HP:0005184,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Shortened QT interval,HP:0012232,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,J wave,HP:0012272,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Abnormal ST segment,HP:0012249,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Abnormal T-wave,HP:0005135,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Bundle branch block,HP:0011710,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Atrial fibrillation,HP:0005110,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Ventricular extrasystoles,HP:0006682,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Ventricular tachycardia,HP:0004756,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Effort-induced polymorphic ventricular tachycardias,HP:0004758,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Torsade de pointes,HP:0001664,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Ventricular fibrillation,HP:0001663,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Sudden cardiac death,HP:0001645,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Syncope,HP:0001279,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Cardiac arrest,HP:0001695,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Palpitations,HP:0001962,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Sensorineural hearing impairment,HP:0000407,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Seizures,HP:0001250,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Periodic paralysis,HP:0003768,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Intellectual disability,HP:0001249,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,Abnormal facial shape,HP:0001999,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,ECG diagnostics,30183.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Cardiac MRI,31429.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Holter monitor test,31432.3
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Signal averaged ECG,31437.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Exercise test - cardiac,31445.3
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Echocardiogram,29800.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Electrophysiological study,31449.2
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Sodium channel blocker challenge,31403.3
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Alcohol intake,30206.1
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Exercise status,31469.1
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Epinephrine challenge,31404.3
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11023,Long QT syndrome,20/03/18,,,Smoking status,31464.1
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Prolonged PR interval,HP:0012248,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Atrioventricular block,HP:0001678,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Prolonged QTc interval,HP:0005184,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Shortened QT interval,HP:0012232,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,J wave,HP:0012272,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Abnormal ST segment,HP:0012249,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Abnormal T-wave,HP:0005135,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Bundle branch block,HP:0011710,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Atrial fibrillation,HP:0005110,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Ventricular extrasystoles,HP:0006682,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Ventricular tachycardia,HP:0004756,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Effort-induced polymorphic ventricular tachycardias,HP:0004758,,
10950,Cardiovascular disorders,10952,Cardiac arrhythmia,11024,Catecholaminergic Polymorphic Ventricular Tachycardia,20/03/18,Torsade de pointes,HP:0001664,,
